ID,Lat,Long,PC1,PC2,PC3
857,50.84,4.34,-0.019675,0.00974727,0.0184648
1701,47.7419,45.7152,-0.0589522,-0.0387781,0.00402532
470,40.91666,44.5,-0.00336347,-0.0646832,-0.0363758
1695,50.60009092,-2.036950526,-0.0251539,0.00123283,0.022006
2415,53.64,50.655,-0.102758,-0.0408896,0.0144411
752,37.885,12.475,0.047954,-0.0357421,-0.0218191
1082,59.24817,57.71383,-0.0763714,-0.0461995,0.0287518
537,37.34,28.04,0.0176451,-0.0556298,-0.0170462
777,53.04866,-9.140049,0.0676021,0.047114,0.0147661
272,45.46666667,11.18333333,0.0666857,0.0210827,0.00522561
1062,37.5353,12.2637,0.0526909,-0.0114602,-0.0105216
1177,40.15118,44.44316667,0.00191575,-0.0667443,-0.0372666
2001,55.381,13.445,-0.0388651,0.0147486,0.0107426
2163,50.949985,-2.735842,-0.0240691,0.0121617,0.019761
411,45.77,0.33,-0.0814662,0.199586,-0.04023
1011,43.0,11.0,0.0179332,-0.0148299,-0.000312181
2086,47.815741,21.099227,0.0884064,0.00495855,-0.011562
830,58.98333333,-3.1,-0.0299666,0.0125013,0.0164218
924,53.984257,-2.104423,-0.0283665,0.00575837,0.0165887
1394,37.608431,13.834838,0.0715819,-0.00058233,-0.00225147
179,42.1333,3.1083,0.00977501,0.00348659,0.0040338
1999,38.381944,38.361111,0.0586179,-0.0554215,-0.0384443
1210,47.523479,-3.154599,0.0666434,0.0539816,0.0136491
1706,47.064232,20.211518,0.0848221,0.0135428,-0.00827103
1777,48.898332,16.829594,0.00676134,-0.000914585,0.00534844
459,37.005,45.459,0.0165858,-0.0727691,-0.0449299
292,47.7467,22.395,0.0710807,-0.00841721,-0.0120074
1337,40.416667,45.2,0.00213421,-0.071291,-0.0357802
552,37.34,28.04,0.0556283,-0.0436608,-0.0227924
2417,53.919396,-0.766635,-0.0223157,0.0118409,0.015985
2475,56.852,24.272,-0.0644802,0.0296935,-0.000902776
1330,43.085823,-2.251197,0.0595959,0.0604064,0.0139994
677,52.67641,-8.455326,0.0659476,0.0455174,0.0100832
991,57.88733035,40.27659443,-0.0376966,-0.00331412,0.0129075
1634,50.044984,14.339296,-0.035272,0.00537954,0.00600587
303,37.34,28.04,0.0578202,-0.0417868,-0.022567
1439,40.615278,15.058611,0.0172693,0.0018605,0.000647078
298,59.35,-2.873,0.0712904,0.0503532,0.0126663
1127,47.395,40.168061,-0.0692739,-0.0157856,0.00946804
2206,53.58975,50.57129167,-0.102833,-0.0375655,0.00483149
451,41.73,26.33,0.0491711,-0.0115295,-0.00482223
465,38.0042,-7.8632,0.0305439,0.0343057,0.0149683
477,45.934722,20.404444,0.0262833,-0.00182748,-0.00356852
2136,50.789115,0.082351,-0.0107297,0.0108141,0.0131403
475,52.985499,-9.111454,0.0684566,0.0519952,0.0110186
73,40.783333,8.471667,0.0815028,0.0403642,0.011614
1878,36.63833333,22.3825,0.107852,-0.00363719,0.00127348
1587,56.794453,40.419147,-0.159633,0.0573981,-0.0475778
249,50.84,4.34,-0.0156577,0.00558221,0.0178806
133,48.330852,17.392641,0.0780401,0.0255734,-0.00329786
2145,47.820503,20.905916,-0.0283765,-0.00578221,-0.00181239
488,48.412856,18.074594,-0.0321778,0.0148417,0.00235799
424,56.2833,25.1333,-0.118223,0.150576,-0.0618972
2195,41.8891604,12.500705,0.0382211,-0.0406345,-0.0262589
405,49.29,2.364,0.0642064,0.0563355,0.0098181
1945,44.353162,11.687055,0.0287191,0.00910499,0.0117579
1140,47.269,39.335,-0.0219943,-0.0564137,-0.0175959
241,43.05888889,26.76722222,0.0819898,7.11001e-05,-0.0109326
513,47.395,40.168061,-0.0915381,-0.0349427,-0.00371496
2438,45.301785,27.966771,-0.112257,0.129126,-0.0781271
111,41.904984,14.837009,0.0319706,0.00665208,0.0101163
1071,51.376994,10.83374,-0.0276151,0.0100134,0.0225544
1002,47.262067,7.659835,0.0671654,0.0505764,0.00777376
2259,48.272612,17.412782,-0.0458701,0.00683722,0.00508251
238,59.1,25.37,-0.0736793,-0.0170577,0.0113525
1745,53.83444444,50.9375,-0.106089,-0.042907,0.00218633
1057,40.887,-1.7765,0.0320147,-0.00446504,-0.00728366
1841,40.416667,45.2,-0.00516969,-0.0670524,-0.0402989
2225,58.58,-3.747,-0.0259604,0.00620908,0.0190514
702,54.594544,-1.309398,-0.0261972,0.013235,0.0208365
418,48.133333,35.083333,-0.129743,0.090313,-0.0633372
870,53.136045,-3.200411,-0.0274195,0.00654515,0.0192566
2497,46.1053,44.3609,-0.059656,-0.0404792,0.00260168
1500,53.08561111,49.46591111,-0.164461,0.0149773,-0.0329153
1781,36.15444444,54.38361111,-0.00540004,-0.106817,-0.0599693
57,43.48,11.12,0.0223498,-0.00919364,-0.00524635
2273,44.73486,41.938749,-0.119827,-0.0538749,-0.00191664
1075,43.21817,2.4127,0.0735544,0.0410228,0.00730722
7,40.8101044,8.4422073,0.0852098,0.0353695,0.0123195
282,53.9697,-9.632,0.0640135,0.0482764,0.0110241
534,41.758553,13.365753,0.0163941,0.0140713,0.00972533
1308,43.312035,13.6511636,0.0359595,-0.0313232,-0.0146498
366,59.4967,26.5479,-0.0613036,0.0157169,0.00749847
1213,38.9202,-6.3447,0.00882364,0.0130643,0.0133687
2493,48.841,12.75,-0.00819123,0.00569301,0.00977213
664,47.7467,22.395,0.081397,0.0193253,-0.00536836
2423,48.579752,16.46931,0.096633,0.00576981,-0.00364979
1928,47.217632,39.711524,-0.0643526,-0.0446117,0.00822063
1328,40.833333,43.916667,0.032042,-0.0667813,-0.0418679
1231,40.14,45.26,-0.00873445,-0.0632655,-0.0315625
1437,39.873496,8.441024,-0.00904899,0.0157217,0.0148356
203,46.050237,14.50372,0.0177322,0.00208572,0.00381793
1943,38.865,46.199,0.0277808,-0.0654748,-0.0354894
2201,41.511313,14.062217,0.0345356,0.00914672,0.00521791
1572,37.005,45.459,0.0248438,-0.0660653,-0.042132
598,54.520535,9.559718,-0.0173467,0.0111041,0.0126081
413,37.96666667,23.71666667,0.0370441,-0.0625311,-0.0401778
703,43.400277,13.556154,0.0294985,0.0108048,0.00812661
2363,44.595139,22.679086,0.11235,-0.0064463,-0.00192354
772,52.170279,0.105604,-0.0172288,0.0146981,0.0141458
1953,41.96,13.54,0.0995598,0.00279846,-0.00654731
1257,61.23120361,38.9093299,-0.164106,0.0472904,-0.0459606
1165,59.5313,25.8661,-0.0520753,0.0211965,0.00945319
1491,43.12,25.68,0.0130248,-0.0276594,-0.0166246
2198,53.58975,50.57129167,-0.108366,-0.0354755,-0.0085804
94,40.3037,29.57,0.0959883,-0.00485287,-0.00857331
1784,53.9085,-1.384997,-0.0279248,0.00934044,0.0189666
705,50.145766,14.221421,0.0714513,0.0401157,0.0060869
1573,42.1333,3.1083,0.0260363,-0.0057563,-0.00196838
234,48.579752,16.46931,0.100877,0.00120453,-0.00212101
1481,50.170137,20.579034,0.0563419,0.0525697,0.00236384
1532,51.3603,1.3405,-0.0145496,0.00971288,0.0174336
1564,43.48,11.12,0.0254253,-0.0102069,-0.00216967
440,43.7,6.99,0.0714161,0.0435191,0.0123584
1544,48.412856,18.074594,-0.0486848,0.0201532,-0.000601385
220,49.96666667,44.66666667,-0.103232,-0.028349,0.000484266
1041,50.373091,13.365431,-0.0573876,-0.0110346,0.00826593
30,53.919396,-0.766635,-0.0237554,0.00856642,0.0199828
585,48.91422,33.76493,-0.0519259,0.0297756,-0.0208939
119,47.7467,22.395,0.0853004,0.0205119,-0.00494354
2490,42.63,-2.7,0.0608089,0.0513031,0.013376
914,44.626111,22.605833,-0.101109,0.152177,-0.0784027
1884,52.170279,0.105604,-0.0356815,0.00642367,0.0180648
1535,42.283004,13.624005,0.0434832,-0.0315429,-0.0222221
186,53.724167,-0.538889,-0.0246977,0.00804851,0.0204149
377,63.58,27.03,-0.0566556,0.00358578,0.0226481
903,48.98,12.14,-0.0286253,0.0109605,0.0145708
1709,63.58,27.03,-0.0466338,0.00740362,0.0232951
2020,55.97,-2.444,-0.0432475,0.00489274,0.016881
1581,44.36,11.71,0.0413582,0.0102921,0.0024792
597,43.48,11.12,0.0285323,-0.0170139,-0.00345122
1048,48.732577,7.049027,0.0425297,-0.0235497,-0.0133113
1915,47.7467,22.395,0.0861427,0.00715272,-0.00811129
2032,45.46666667,11.18333333,0.0447288,0.0106668,0.00199884
2476,54.53,-2.16,-0.0196166,0.00850857,0.0194202
1123,41.95,12.57,0.0293849,-0.0138703,-0.00739467
1180,40.775258,14.586258,0.0299141,0.00145563,0.00604461
896,37.983,-1.1166,0.0289785,-0.00590017,-0.00214153
1070,47.866493,21.116581,0.0784059,0.0213991,-0.0144425
1814,41.42,15.58,0.0258575,-0.0246128,-0.0160622
2132,45.993,18.58127,-0.00996362,0.0353132,-0.0139322
1849,58.3335,22.0196,-0.0510553,0.0192651,0.00970197
2388,42.566929,12.234101,0.0265039,-0.0269852,-0.0129504
1107,50.044984,14.339296,-0.0435836,-0.00185415,0.00782528
2197,40.29221,45.130679,0.0143789,-0.0714052,-0.0422138
1043,47.440674,19.040732,0.0801392,0.0248992,-0.0103801
403,58.97927,-3.26,-0.024695,0.0130594,0.0215456
1660,51.165499,53.021901,-0.0646292,-0.034559,0.00297639
2215,44.480949,11.257043,0.000745129,0.0166243,0.0140318
1946,44.241527,9.988464,0.0125621,0.0119386,0.00990604
301,37.416067,-4.479687,0.0399271,-0.0348148,-0.0233779
474,58.535,15.046,-0.121745,0.111124,-0.0573749
256,45.338156,18.845028,0.0153956,-0.0170386,-0.00570153
989,52.0991,0.277,-0.0211303,0.0104953,0.0150293
1278,47.656056,45.721111,-0.0195226,-0.0543121,-0.0227217
2452,50.07884,14.280243,-0.016225,0.0241725,0.0040081
882,46.444407,42.687788,-0.092092,-0.0489537,0.00570309
252,36.69,37.17,0.0453134,-0.0622156,-0.0402726
2459,51.376994,10.83374,-0.00884274,0.0085562,0.0125385
1472,40.626667,8.323056,0.0753695,0.0372125,0.0109494
714,40.416667,45.2,-0.00259249,-0.0641624,-0.0356892
187,47.629529,17.607927,0.00755386,0.01922,-0.00611872
1353,51.313891,-2.885217,-0.00316056,0.0138508,0.0151295
1850,36.23778,36.38472,0.0440157,-0.0627638,-0.0379826
337,54.170989,-0.605739,-0.0269422,0.00960944,0.0189464
450,40.416667,45.2,-0.000733541,-0.0670853,-0.0319528
845,50.84,4.34,-0.015127,0.00105245,0.0113071
599,40.395458,15.595089,0.0445356,0.00897748,0.00385434
2211,48.732577,7.049027,-0.0011468,0.00978436,0.0115401
1744,40.775258,14.586258,0.0372671,0.00541362,0.00476666
2420,40.887,-1.7765,0.0153589,-0.0127801,-0.00511682
2210,52.637,59.536,-0.0485208,-0.00108974,0.0112023
1962,47.217632,39.711512,-0.0280137,-0.0542893,-0.0127169
2027,43.48,11.12,0.0307121,-0.00993962,-0.00528063
1779,40.626667,8.323056,0.0765085,0.0365538,0.0138778
1329,38.381944,38.361111,0.049096,-0.061788,-0.0408133
2187,48.22281,10.84499,-0.00373325,0.00907875,0.0112123
317,53.39,-6.3,-0.0269454,0.0126044,0.0166588
1519,42.5,0.5,0.0612172,0.0570283,0.00791632
1797,42.283004,13.624005,0.0318439,-0.0319144,-0.0169117
1556,53.919396,-0.766635,-0.0286731,0.0163331,0.0219851
2017,49.29,2.364,0.0600635,0.0516117,0.0119031
204,37.07,14.65,0.0517673,-0.00627494,-0.00326747
1726,45.338156,18.845028,0.0178481,-0.0199258,-0.00356257
1950,40.69,35.56,0.0590437,-0.0562601,-0.0382106
784,46.452491,-0.702906,0.0793297,0.0431782,0.0144395
202,54.53,-2.16,-0.0173556,0.00818249,0.0197851
1251,54.3955,-1.614,-0.0302627,0.00671278,0.0208829
2038,50.983333,11.033333,0.0164085,-0.0212306,-0.00580926
977,47.808164,18.218719,-0.0540305,-0.051051,0.0154159
843,58.61,-3.68,-0.0227457,0.00389738,0.0169695
662,50.410265,14.074597,0.00334801,0.00918744,0.00824129
1981,40.3037,29.57,0.104007,-0.00783051,-0.0114218
1593,37.00786335,45.16575874,0.00209583,-0.0813433,-0.0468832
1068,40.42,-3.7,0.0155129,0.00805303,0.0085199
2303,40.775258,14.586258,0.0329551,0.011809,0.00661456
1952,47.269,39.335,-0.047114,-0.0398768,-0.000628338
480,50.137677,14.273411,0.061154,0.0411526,-0.0122623
1148,42.5936,0.1874,0.0253517,0.0332471,0.0194124
1907,40.516618,44.933321,-0.00926431,-0.0608577,-0.0306392
610,43.14915,3.060582,0.0221262,0.0204767,0.0108029
565,40.783333,8.471667,0.0858899,0.0343513,0.0197266
1994,39.2338,-8.6875,0.0281773,-0.0165283,-0.011358
2115,37.005,45.459,0.00628964,-0.0794026,-0.0422795
1787,50.079644,34.632157,-0.0310156,-0.0274608,-0.00872567
339,46.198727,19.606018,0.0117227,0.00787746,0.00505954
820,40.416667,45.2,-0.00416708,-0.0651681,-0.0342751
586,63.58,27.03,-0.0483186,0.00806914,0.0208809
1271,59.61731,17.72361,-0.0540459,0.0182725,0.0132815
2480,41.6744,2.0097,0.0278165,-0.00201771,0.0034491
304,40.783333,8.471667,0.0832518,0.0362919,0.0118947
369,48.283311,18.085484,0.0931969,0.00787768,-0.0114065
1478,43.48,11.12,0.0213913,-0.0148451,-0.00431811
1395,40.15118,44.44316667,0.00438734,-0.0686998,-0.037441
729,50.84,4.34,-0.0170732,0.00532036,0.0193931
1630,48.217423,16.97269,-0.0227429,0.0120907,0.00314074
1129,50.533635,13.61765,-0.0193572,0.0142277,0.00260214
1528,45.466,27.01,0.105577,-0.000343238,-0.00161248
1583,45.589,47.464,-0.0696103,-0.0736337,0.04364
2418,40.42,-3.7,0.0196961,0.00319986,0.00048408
1352,51.76,-1.26,-0.0306953,0.0133353,0.0196808
1341,48.57,16.46,0.0976993,0.00812072,-0.00310374
1357,43.594016,3.91929,0.0618421,0.0488679,0.0120886
242,37.177,40.952,0.037158,-0.0625184,-0.0363279
1947,45.0792,7.5783,0.00331121,-0.00174386,0.00911672
1400,54.07,55.544,-0.070028,-0.0215009,0.00740123
1033,40.625833,16.797777,0.027233,-0.0172573,-0.00457069
1813,42.108562,20.502136,0.0331648,-0.0160271,-0.00884763
799,48.29573,10.89103,-0.0218501,0.0107314,0.0105641
1434,45.845833,28.194722,-0.0768099,-0.0231197,0.00252901
2341,55.918,24.913,-0.0848074,-0.021975,0.0111703
745,40.416667,45.2,-0.00091147,-0.0625518,-0.0336728
1366,45.301785,27.966771,-0.108237,0.148219,-0.0741913
1305,58.74,-2.916,0.0728698,0.0481976,0.0133129
1408,46.277096,20.051529,-0.000949312,0.00527317,0.00397755
2003,47.9822,21.0604,-0.0143968,0.0232641,-0.00307446
199,37.983,-1.1166,0.030241,-0.0113825,-0.00859624
2495,54.87,10.72,-0.00593404,-3.68634e-05,0.00615527
1026,54.594544,-1.309398,-0.0312598,0.0117088,0.0169229
1539,54.170989,-0.605739,-0.0321009,0.00615895,0.0183114
1854,51.376994,10.83374,-0.0032526,0.00357147,0.00994576
590,53.919396,-0.766635,-0.0253928,0.011609,0.0175934
895,58.174,13.408,0.061311,0.0484727,0.00271569
1746,57.52926373,39.66994055,-0.063665,-0.0116173,0.0148188
1673,40.516618,44.933321,-0.0101565,-0.0563249,-0.0326291
2173,45.184722,11.011389,0.0664679,0.0133686,0.00353215
716,51.37,31.18,-0.0328777,0.00916184,0.0195548
172,46.810334,1.685677,0.0341298,-0.0362809,-0.0195419
2343,55.675268,12.568294,-0.0235555,0.00329,0.0162406
1492,53.25567,49.49724,-0.0600335,-0.0798569,0.032742
680,37.585,12.825,0.0387855,0.00565618,0.00300278
1135,50.19,14.158,-0.0263649,0.00453816,0.0071376
760,67.81,14.681,-0.141417,0.0900563,-0.0540176
1031,41.95,12.57,-0.00422736,-0.00290251,-0.009828
2465,46.452491,-0.702906,0.0505691,0.0653329,0.00853074
224,60.2,24.9,-0.0440466,0.00774197,0.0171068
280,48.318268,16.979137,-0.0518578,0.00147106,0.0101076
661,69.65,18.16,-0.0247822,0.0108594,0.0227235
335,51.313891,-2.885217,-0.0188854,0.0145044,0.0149538
1318,48.220364,37.146114,-0.096393,-0.0406708,0.00368886
178,53.734309,-0.141121,-0.0186313,0.00758494,0.0163265
854,41.36666667,22.88333333,0.00248262,-0.00478038,-0.00534063
615,50.84,4.34,-0.0198318,0.00533106,0.0133591
808,53.21728,6.565521,-0.0139216,0.00671329,0.0108346
1104,48.272612,17.412782,-0.045032,-0.000158678,0.00405303
1010,48.57,16.46,0.0895328,0.0110371,-0.00548994
885,42.1,25.75,0.0856244,-0.0113366,-0.0133389
338,53.25567,49.49724,-0.0495321,-0.0715083,0.011352
2255,46.61666667,10.86666667,0.0430002,0.0137534,0.00682199
2218,37.952759,-1.508,0.0420835,0.0381357,0.0187344
319,63.58,27.03,-0.0399391,0.00975585,0.0168548
2188,47.608298,16.701547,0.0109031,0.00326552,0.00871149
1284,47.217632,39.711511,-0.0637327,-0.0426553,0.00928398
1046,41.904984,14.837009,0.0306572,0.00826182,0.00681755
467,46.669254,17.166072,-0.00610065,0.00338364,0.00795579
1164,38.34,43.45,0.0296888,-0.0678267,-0.042425
2078,68.55,16.4,-0.0326956,0.0137973,0.0176934
138,45.068212,13.70839,0.0102101,-0.00114638,0.0062598
1054,46.1053,44.3609,-0.0589204,-0.0365874,0.00990136
963,52.170279,0.105604,-0.0322646,0.0105952,0.0233495
1505,42.132897,25.496288,-0.0666569,-0.0188297,0.00978706
1592,54.520535,9.559718,-0.0105576,0.00382992,0.0119492
2212,41.6877312,13.0864953,0.0337426,-0.0310455,-0.0125412
232,46.452491,-0.702906,0.081559,0.0431208,0.0163312
891,41.844153,12.5490107,0.0302229,-0.0266359,-0.0147669
1303,53.08561111,49.46591111,-0.155153,0.0136494,-0.0326654
1479,40.810297,8.444178,0.0803037,0.0362256,0.0132162
322,37.416067,-4.479687,0.0334022,-0.0132617,-0.00625972
875,63.58,27.03,-0.0553831,0.00885427,0.0228633
1523,43.7223961,13.0338971,0.0870727,0.00664158,-0.00317119
1253,47.846464,21.149429,0.0849213,0.018634,-0.00850854
2339,40.91666,44.5,0.00985735,-0.0713066,-0.0335657
108,40.158534,15.157976,0.0382199,-0.0434059,-0.0250454
305,47.222543,39.718732,-0.0613304,-0.0410739,0.00600929
2289,48.57,16.46,0.0951221,0.0019243,-0.00261927
2401,43.48,11.12,0.0285109,-0.01524,-0.00651915
2393,37.00786335,45.16575874,0.00697122,-0.0774236,-0.0380923
1772,50.84,4.34,-0.017929,0.00874125,0.0124162
1812,41.97,12.51,0.0240693,-0.0206542,-0.0105436
88,47.395,40.168061,-0.134317,-0.0583871,-0.00638569
239,40.416667,45.2,-0.00235458,-0.0654604,-0.0347024
1699,46.278625,20.057699,0.0224734,-0.0104656,-0.000274008
225,47.7467,22.395,0.0987942,0.00172834,-0.00739326
1370,54.53,-2.16,-0.0195029,0.00853702,0.0148384
2099,52.81474,8.192343,-0.0236207,0.00720015,0.0165738
1703,51.89583333,11.04666667,0.0947801,0.00340628,-0.000476154
109,48.841,12.75,-0.0159403,0.0127266,0.0105981
741,53.919396,-0.766635,-0.0221044,0.0135573,0.0174122
476,47.28429,39.533315,-0.062236,-0.0411903,0.00579844
1260,43.085823,-2.251197,0.0544045,0.0572448,0.00852859
1228,54.45516,55.41849,-0.0319968,-0.0222111,0.00961517
2427,50.033343,15.168084,-0.0355263,-0.00252129,0.0126181
1350,37.952759,-1.508,0.0393572,0.0370508,0.015828
1016,56.414567,-5.469178,0.0430884,0.0762565,-0.00256563
567,40.615278,15.058611,0.0804145,0.027277,0.0090033
931,53.724167,-0.538889,-0.0192433,0.0115235,0.01739
780,51.147052,-1.812529,-0.0381717,-0.00340658,0.0168703
1468,51.3323,0.4784,0.0112262,0.0154604,0.0121534
1498,40.439722,-3.506389,0.0674212,0.0501792,0.0131904
817,47.423362,34.445303,-0.0482251,-0.0424369,0.00158333
1913,52.35336944,48.07836667,-0.142046,-0.0206821,-0.0335631
764,54.594544,-1.3093983,-0.0220314,0.00640604,0.0194361
1039,41.95,12.57,0.0369975,-0.0151862,-0.0086486
2466,47.9822,21.0604,-0.00964594,0.0174567,-0.00375991
1569,36.69,37.17,0.0525324,-0.0598085,-0.0405497
1858,41.693811,16.060871,0.0261996,-0.00786347,0.00564497
761,51.7977,-1.313464,-0.00863595,0.0112846,0.0200242
1320,36.87,37.54,0.0365452,-0.063354,-0.0365261
1298,54.594544,-1.3093983,-0.0296076,0.014201,0.0194651
1922,40.416667,45.2,-0.000140342,-0.0625426,-0.035155
2134,50.200564,14.29025,0.0742659,0.0413065,0.00593081
99,53.919396,-0.766635,-0.0214469,0.00657167,0.017799
2150,51.168023,-1.7725402,-0.0191053,0.00807545,0.0163327
587,46.01802,20.271363,0.0837741,0.0169499,-0.00987175
51,55.742825,51.71865,-0.164743,0.0391754,-0.0438162
628,47.293449,39.54598,-0.0639401,-0.0440689,0.0112747
2349,40.519214,8.789147,0.0602017,0.0149579,0.00716433
137,58.38,13.65,-0.0264613,0.0131171,0.013983
479,50.949985,-2.735842,-0.0222816,0.0112783,0.0168891
1168,47.222543,39.718732,-0.00233579,-0.0594245,-0.0283469
2233,47.7467,22.395,0.065683,0.0205778,-0.0182252
1555,40.416667,45.2,-6.89161e-05,-0.066098,-0.0344014
1113,40.42,-3.7,0.0159676,0.00884283,0.00750932
1287,54.696033,25.288752,0.0186424,-0.0296786,-0.0161641
421,52.608432,18.899266,0.031362,-0.0320792,-0.0187408
1457,52.98888889,50.84722222,-0.0972774,-0.0348752,0.00728639
253,48.680048,17.367728,-0.0502428,0.00138034,0.00862041
1940,51.376994,10.83374,-0.0200897,0.00749138,0.0186042
1840,41.511313,14.062217,0.0361018,0.00879235,0.00946393
1785,40.15118,44.44316667,0.032441,-0.0666152,-0.0457708
2229,55.80116,52.91033,-0.0750686,-0.0566709,0.0297298
1230,48.22281,10.84499,0.00788279,0.0103128,0.0128407
1480,40.336944,45.105556,-0.00765697,-0.0690602,-0.031339
2157,52.08,0.18,-0.0232006,0.00703695,0.018283
577,47.716093,16.187963,0.0176845,0.00652011,0.00489916
1565,48.732577,7.049027,-0.0118123,0.00667736,0.0110869
2369,58.17,22.25,-0.0317815,0.0154992,0.0192541
2183,55.64089,58.29574,-0.0962332,-0.0682236,0.0344549
1035,39.667222,9.426111,0.0751973,0.0265595,0.0149789
2390,41.313,36.33,0.00660641,-0.0747417,-0.0418767
841,55.5,10.33,-0.0335124,0.00728024,0.0191964
560,65.5707,-24.0658,-0.0245308,0.00531444,0.0220032
942,37.68,12.789,0.0620942,-0.00495216,-0.0038751
1372,53.919396,-0.766635,-0.0227953,0.0100004,0.0204088
1643,40.42,29.71,0.0444574,-0.0393944,-0.0219566
2491,53.919396,-0.766635,0.0298533,-0.00816221,-0.00421986
1301,49.24,54.45,-0.0645257,-0.0446901,0.00956571
1240,54.18,36.84,-0.0880839,-0.0583516,0.0189597
1169,51.1974693,51.8267523,-0.0702743,-0.0382233,0.010139
370,49.992004,15.776861,-0.0322964,-0.000423982,0.0077883
1429,49.72423333,57.12313333,-0.0602542,-0.0699694,0.0273665
276,47.39154,18.892637,-0.00354495,0.00349305,0.00274537
505,54.53,-2.16,-0.0194642,0.0103536,0.0170841
1796,38.05,-8.1,0.0328384,0.0303525,0.0190474
1311,46.810334,1.685677,0.0404314,-0.0353996,-0.0170208
1897,36.258772,40.798288,0.0464365,-0.064226,-0.0439519
2235,52.82295278,53.65416667,-0.108548,-0.0376979,-0.000969846
448,60.84,11.0,-0.0315402,0.0114309,0.0216343
1743,40.416667,45.2,-0.0116427,-0.0600842,-0.0311668
1367,47.27649722,39.45408333,-0.107342,-0.0089979,-0.0166745
2088,67.1675,37.5864,-0.0721171,-0.00954235,0.0227896
1418,42.566929,12.234101,0.0361058,-0.0232427,-0.0131977
2107,50.145766,14.221421,0.072237,0.0415101,0.00180603
712,51.376994,10.83374,-0.00343689,-0.00192413,0.00548297
2396,51.27,58.18,-0.100181,-0.0380524,0.0039901
2371,53.724167,-0.538889,-0.0258069,0.00962473,0.017908
2023,47.677,45.885,-0.0322093,-0.0485034,0.00689951
2440,53.9085,-1.384997,-0.0239165,0.00746403,0.0231369
460,53.251,49.937,-0.0242461,-0.052929,-0.00771569
2307,42.283004,13.624005,0.0415975,-0.037733,-0.0257004
1249,48.412856,18.074594,-0.0211009,-0.00358702,0.00330025
1401,54.87,10.72,-0.0223273,0.0117671,0.0173664
969,50.011045,15.213159,-0.0108705,-0.00159619,0.00621124
1300,51.3603,1.3405,-0.00927195,0.00908186,0.00921532
823,54.697647,-1.181035,-0.0250739,0.0102602,0.0177225
1225,44.8520052,15.4199444,0.00229309,0.00441698,0.00606923
737,40.806111,14.3475,0.0295797,-0.0378936,-0.0197405
2286,52.9851,58.1243,-0.0632683,-0.0459386,0.00425086
1403,53.633,-1.175,-0.029627,0.0123696,0.0162156
198,46.8168806,1.684480556,0.0102232,0.012614,0.0110882
1908,63.58,27.03,-0.0337888,0.00905311,0.0180974
1160,41.37,1.89,0.0959922,0.027539,0.0165378
76,47.866493,21.116581,0.0829078,0.015902,-0.0134964
575,46.334774,19.053945,0.0719032,0.0195809,-0.00938661
1534,36.63833333,22.3825,0.0786444,-0.0252871,-0.0166654
746,41.95,12.57,0.0519816,-0.0441036,-0.0229034
2373,63.58,27.03,-0.0487726,0.00558189,0.0231591
1725,40.833333,43.916667,0.0237174,-0.0622172,-0.0361921
222,63.58,27.03,-0.0437709,0.00920721,0.0188705
713,51.376994,10.83374,-0.00129307,0.00122159,0.00373634
1404,52.985499,-9.111454,0.0670973,0.0451111,0.00847372
1321,53.08949722,50.80926667,-0.10288,-0.0361922,0.00175543
2443,46.4107,29.4901,-0.0519362,-0.0305607,0.00259765
1628,51.45,11.54,-0.0213565,0.00394809,0.0133214
2170,53.235833,-1.736944,-0.0252172,0.00538817,0.012854
1103,54.170989,-0.605739,-0.0308445,0.0109641,0.0177317
708,52.82295278,53.65416667,-0.103639,-0.0384654,0.00517621
64,59.58,7.92,-0.0264317,0.0187506,0.0186151
2019,52.062352,-0.81617,-0.0249517,0.00701722,0.0143511
189,43.457,5.863,0.0705593,0.0515773,0.0112957
2094,36.9508333,-3.547222222,0.0236073,-0.01322,-0.00825635
271,47.815741,21.099227,0.0797336,0.0188646,-0.00545554
2004,41.8947764,12.4762658,0.0107671,0.000320756,-0.00221257
2089,40.87258,14.31451,0.0448649,-0.0442242,-0.024754
1361,40.42,-3.7,0.0214921,-0.00927958,0.00254552
1538,53.03,50.39,-0.0562332,-0.0110162,0.0157991
1029,47.82,19.95,-0.0283862,-0.026973,0.00133075
277,41.9235,-1.2506,0.022611,-0.0075494,-0.0015177
2127,48.663197,16.589687,0.0992742,0.00497506,-0.00786437
533,47.996882,7.846715,0.000329409,0.00601639,0.00706842
212,47.7467,22.395,0.0795686,0.0126467,-0.00983726
1649,51.052725,-1.7862875,-0.0170168,0.0126818,0.018282
2126,50.949985,-2.735842,-0.0200466,0.00912635,0.0214362
2208,39.2,46.4,-0.00806342,-0.0606565,-0.0232061
1132,49.992004,15.776861,-0.0346127,0.000924467,0.0113319
1377,54.2469,-8.55609,0.0756799,0.0474155,0.0140202
1906,54.633379,-1.2958826,-0.021341,0.00797239,0.0207307
1526,47.728339,18.327496,0.00148292,0.017163,-0.00427487
1095,44.595879,22.010568,-0.0930991,0.175004,-0.0839741
401,50.200564,14.29025,0.0756232,0.0330437,0.00868346
2285,52.198919,0.180799,-0.0218856,0.0111744,0.015942
1669,54.53,-2.16,-0.017267,0.00819865,0.020765
2453,51.329195,1.3693088,-0.0170496,0.00864205,0.0135472
1984,43.48,11.12,0.0218984,-0.0175414,-0.00669828
